slug,name,programming_kind,technical,load,overall,recommended_age_min,attention_demand,source,notes
2-point-start-10-20m,"2-Point Start 10-20m",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
3-point-start-10-20m,"3-Point Start 10-20m",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
push-up-start-10m,"Push-Up Start 10m",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
split-stance-drop-in-start,"Split-Stance Drop-In Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
band-resisted-first-step,"Band-Resisted First Step",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
light-sled-10m-acceleration,"Light Sled 10m Acceleration",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
hill-sprint-acceleration,"Hill Sprint Acceleration",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
chase-reaction-sprint,"Chase Reaction Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-open-step-to-sprint,"Lateral Open-Step to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
flying-10m-sprint,"Flying 10m Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
ins-and-out-sprint-float-sprint,"Ins-and-Out Sprint Float-Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
wicket-run-max-velocity,"Wicket Run Max Velocity",exercise,4,3,4,9,low,reviewed,"Workout exercise — load 3/10, technical 4/10"
straight-leg-bounds-to-sprint,"Straight-Leg Bounds to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
fast-leg-cycle-drill,"Fast-Leg Cycle Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
progressive-build-up-sprint-30m,"Progressive Build-Up Sprint 30m",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
curve-sprint-build-up,"Curve Sprint Build-Up",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
dribble-build-to-sprint,"Dribble Build to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
pogo-jumps,"Pogo Jumps",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-leg-pogo,"Single-Leg Pogo",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
alternating-bounds,"Alternating Bounds",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-bounds,"Single-Leg Bounds",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
low-hurdle-hops,"Low Hurdle Hops",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
drop-jump-reactive,"Drop Jump Reactive",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-skater-bound-stick,"Lateral Skater Bound Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
countermovement-jump,"Countermovement Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
standing-broad-jump,"Standing Broad Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
triple-broad-jump,"Triple Broad Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
med-ball-chest-pass,"Med Ball Chest Pass",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
med-ball-scoop-toss,"Med Ball Scoop Toss",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
med-ball-overhead-back-toss,"Med Ball Overhead Back Toss",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
med-ball-rotational-shot-put,"Med Ball Rotational Shot Put",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
med-ball-step-behind-rotational-throw,"Med Ball Step-Behind Rotational Throw",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
trap-bar-deadlift,"Trap Bar Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
heavy-sled-push-march,"Heavy Sled Push March",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
hang-power-clean-from-high-hang,"Hang Power Clean from High Hang",exercise,7,5,7,13,moderate,reviewed,"Workout exercise — load 5/10, technical 7/10"
seated-soleus-raise,"Seated Soleus Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
banded-hip-flexor-march,"Banded Hip Flexor March",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
kettlebell-goblet-squat,"Kettlebell Goblet Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-front-squat,"Double Kettlebell Front Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
single-kettlebell-front-rack-squat,"Single Kettlebell Front-Rack Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
heels-elevated-kettlebell-goblet-squat,"Heels-Elevated Kettlebell Goblet Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-box-squat,"Kettlebell Box Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-sumo-squat,"Kettlebell Sumo Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-cossack-squat,"Kettlebell Cossack Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-goblet-squat-iso-hold,"Kettlebell Goblet Squat Iso Hold",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-split-squat,"Kettlebell Split Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-split-squat,"Double Kettlebell Split Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
front-rack-kettlebell-split-squat,"Front-Rack Kettlebell Split Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-bulgarian-split-squat,"Kettlebell Bulgarian Split Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-reverse-lunge,"Kettlebell Reverse Lunge",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-step-up,"Kettlebell Step-Up",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-lateral-lunge,"Kettlebell Lateral Lunge",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-single-leg-box-squat,"Kettlebell Single-Leg Box Squat",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-deadlift,"Kettlebell Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
double-kettlebell-deadlift,"Double Kettlebell Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
kettlebell-sumo-deadlift,"Kettlebell Sumo Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
kettlebell-romanian-deadlift,"Kettlebell Romanian Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
double-kettlebell-romanian-deadlift,"Double Kettlebell Romanian Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
staggered-stance-kettlebell-rdl,"Staggered-Stance Kettlebell RDL",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
single-leg-kettlebell-rdl,"Single-Leg Kettlebell RDL",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
kettlebell-suitcase-deadlift,"Kettlebell Suitcase Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
kettlebell-hip-thrust,"Kettlebell Hip Thrust",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
kettlebell-glute-bridge,"Kettlebell Glute Bridge",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-floor-press,"Kettlebell Floor Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-floor-press,"Double Kettlebell Floor Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-alternating-floor-press,"Kettlebell Alternating Floor Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-strict-press,"Kettlebell Strict Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-strict-press,"Double Kettlebell Strict Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
half-kneeling-kettlebell-press,"Half-Kneeling Kettlebell Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-z-press,"Kettlebell Z Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
bottoms-up-kettlebell-press,"Bottoms-Up Kettlebell Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-crush-grip-floor-press,"Kettlebell Crush-Grip Floor Press",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
one-arm-kettlebell-row,"One-Arm Kettlebell Row",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-bent-over-row,"Double Kettlebell Bent-Over Row",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-gorilla-row,"Kettlebell Gorilla Row",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-renegade-row,"Kettlebell Renegade Row",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-pullover,"Kettlebell Pullover",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (INTERMEDIATE)"
kettlebell-crush-grip-curl,"Kettlebell Crush-Grip Curl",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
kettlebell-bottoms-up-curl,"Kettlebell Bottoms-Up Curl",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
double-kettlebell-farmer-carry,"Double Kettlebell Farmer Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
single-kettlebell-suitcase-carry,"Single Kettlebell Suitcase Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
kettlebell-front-rack-carry,"Kettlebell Front-Rack Carry",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
double-kettlebell-front-rack-carry,"Double Kettlebell Front-Rack Carry",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-overhead-carry,"Kettlebell Overhead Carry",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-bottoms-up-carry,"Kettlebell Bottoms-Up Carry",exercise,5,4,5,10,moderate,reviewed,"Workout exercise — load 4/10, technical 5/10"
kettlebell-turkish-get-up,"Kettlebell Turkish Get-Up",exercise,7,4,7,10,moderate,reviewed,"Workout exercise — load 4/10, technical 7/10"
kettlebell-windmill,"Kettlebell Windmill",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
single-leg-tripod-balance,"Single-Leg Tripod Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tandem-line-balance-hold,"Tandem Line Balance Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
eyes-closed-single-leg-balance,"Eyes-Closed Single-Leg Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
head-turn-single-leg-balance,"Head-Turn Single-Leg Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tree-pose-athletic-hold,"Tree Pose Athletic Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
warrior-iii-reach-hold,"Warrior III Reach Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-glute-bridge-hold,"Single-Leg Glute Bridge Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
half-kneeling-narrow-base-hold,"Half-Kneeling Narrow-Base Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bear-plank-shoulder-tap-balance,"Bear Plank Shoulder Tap Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hollow-body-rock-to-freeze,"Hollow Body Rock to Freeze",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
clock-reach-balance,"Clock Reach Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
star-excursion-reach,"Star Excursion Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-rdl-reach,"Single-Leg RDL Reach",exercise,6,1,6,6,moderate,reviewed,"Workout exercise — load 1/10, technical 6/10"
toe-yoga-tripod-balance,"Toe-Yoga Tripod Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
calf-raise-iso-with-single-leg-hold,"Calf Raise ISO with Single-Leg Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
step-down-to-stick,"Step-Down to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
lateral-step-down-balance,"Lateral Step-Down Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-squat-iso-with-perturbation,"Split Squat ISO with Perturbation",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
cossack-squat-shift-to-stick,"Cossack Squat Shift to Stick",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
skater-squat-box-tap,"Skater Squat Box Tap",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
balance-beam-walk,"Balance Beam Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
balance-beam-lateral-walk,"Balance Beam Lateral Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beam-pivot-turn-stick,"Beam Pivot Turn Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beam-single-leg-quarter-squat,"Beam Single-Leg Quarter Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
beam-hop-to-stick,"Beam Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-beam-bear-crawl,"Low Beam Bear Crawl",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
beam-split-stance-reach,"Beam Split-Stance Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beam-carioca-walk,"Beam Carioca Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
narrow-line-backward-walk,"Narrow-Line Backward Walk",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
beam-mount-dismount-stick,"Beam Mount/Dismount Stick",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
balance-snap-down-to-stick,"Snap-Down to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
balance-lateral-bound-to-stick,"Lateral Bound to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-lateral-hop-to-stick,"Single-Leg Lateral Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
curved-run-sideline-stick,"Curved Run Sideline Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
sprint-to-balance-deceleration,"Sprint-to-Balance Deceleration",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
sideline-contact-lean-recovery,"Sideline Contact Lean Recovery",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
boundary-toe-tap-balance,"Boundary Toe-Tap Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
shuffle-to-stick,"Shuffle-to-Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
backpedal-to-sprint-to-stick,"Backpedal-to-Sprint-to-Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
spin-turn-to-stick,"Spin Turn to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
partner-shoulder-bump-balance,"Partner Shoulder Bump Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
band-perturbation-athletic-stance,"Band-Perturbation Athletic Stance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
partner-band-waist-tug-hold,"Partner Band Waist Tug Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wrestler-stance-push-pull-balance,"Wrestler Stance Push-Pull Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-med-ball-catch,"Single-Leg Med Ball Catch",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
bear-crawl-partner-tap-balance,"Bear Crawl Partner Tap Balance",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
plank-shoulder-tap-with-partner-perturbation,"Plank Shoulder Tap with Partner Perturbation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tall-kneeling-pallof-press-hold,"Tall-Kneeling Pallof Press Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
suitcase-carry-line-walk,"Suitcase Carry Line Walk",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
half-kneeling-get-up-to-stand,"Half-Kneeling Get-Up to Stand",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tempo-bodyweight-squat,"Tempo Bodyweight Squat",exercise,4,1,4,7,low,reviewed,"Expert-reviewed override"
pause-bodyweight-squat,"Pause Bodyweight Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
wall-sit,"Wall Sit",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bodyweight-split-squat,"Bodyweight Split Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bodyweight-reverse-lunge,"Bodyweight Reverse Lunge",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bodyweight-step-up,"Bodyweight Step-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
single-leg-box-squat,"Single-Leg Box Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
assisted-pistol-squat,"Assisted Pistol Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
pistol-squat,"Pistol Squat",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
single-leg-glute-bridge,"Single-Leg Glute Bridge",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
feet-elevated-hip-thrust,"Feet-Elevated Hip Thrust",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hamstring-walkout,"Hamstring Walkout",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
sliding-hamstring-curl,"Sliding Hamstring Curl",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
assisted-nordic-hamstring-curl,"Assisted Nordic Hamstring Curl",exercise,7,1,7,6,moderate,reviewed,"Workout exercise — load 1/10, technical 7/10"
reverse-nordic-curl,"Reverse Nordic Curl",exercise,7,1,7,6,moderate,reviewed,"Workout exercise — load 1/10, technical 7/10"
copenhagen-side-plank,"Copenhagen Side Plank",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-calf-raise,"Single-Leg Calf Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bent-knee-soleus-raise,"Bent-Knee Soleus Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tempo-push-up,"Tempo Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
feet-elevated-push-up,"Feet-Elevated Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
deficit-push-up,"Deficit Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
ring-push-up,"Ring Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
archer-push-up,"Archer Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
pseudo-planche-push-up,"Pseudo-Planche Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
one-arm-push-up-progression,"One-Arm Push-Up Progression",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
pike-push-up,"Pike Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
box-pike-handstand-push-up,"Box Pike Handstand Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
wall-handstand-push-up,"Wall Handstand Push-Up",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (ADVANCED)"
chest-to-wall-handstand-hold,"Chest-to-Wall Handstand Hold",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (ADVANCED)"
parallel-bar-dip,"Parallel Bar Dip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ring-dip,"Ring Dip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
straight-bar-dip,"Straight-Bar Dip",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
feet-elevated-inverted-row,"Feet-Elevated Inverted Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
ring-row,"Ring Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
chin-up,"Chin-Up",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
eccentric-pull-up,"Eccentric Pull-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
isometric-pull-up-hold,"Isometric Pull-Up Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
archer-pull-up,"Archer Pull-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tuck-front-lever-row,"Tuck Front Lever Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
tuck-front-lever-hold,"Tuck Front Lever Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
rkc-plank,"RKC Plank",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
l-sit,"L-Sit",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hanging-knee-raise,"Hanging Knee Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hanging-straight-leg-raise,"Hanging Straight-Leg Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
color-call-tennis-ball-catch-on-single-leg-balance,"Color-Call Tennis Ball Catch on Single-Leg Balance",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-football-catch-with-late-color-call,"Single-Leg Football Catch with Late Color Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jog-cut-catch-scan-drill,"Jog-Cut-Catch-Scan Drill",skill_drill,6,1,6,,moderate,reviewed,"Skill drill — gates on class/athlete level (INTERMEDIATE)"
two-ball-number-call-catch,"Two-Ball Number Call Catch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
partner-random-bounce-catch-with-balance-reset,"Partner Random Bounce Catch with Balance Reset",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-toss-with-shoulder-check,"Wall Toss with Shoulder Check",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
reaction-ball-drop-catch-to-cut,"Reaction Ball Drop Catch to Cut",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
over-shoulder-tennis-ball-track-and-stick,"Over-Shoulder Tennis Ball Track and Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
high-low-football-catch-decision-drill,"High-Low Football Catch Decision Drill",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (BEGINNER)"
lateral-shuffle-catch-plus-cone-read,"Lateral Shuffle Catch plus Cone Read",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
mirror-cut-plus-catch,"Mirror Cut plus Catch",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
partner-tag-catch-escape,"Partner Tag Catch Escape",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
four-cone-color-call-cut-plus-catch,"Four-Cone Color Call Cut plus Catch",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
random-gate-sprint-plus-ball-catch,"Random Gate Sprint plus Ball Catch",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
backpedal-to-turn-catch-plus-defender-call,"Backpedal-to-Turn Catch plus Defender Call",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
ball-drop-sprint-plus-direction-cue,"Ball Drop Sprint plus Direction Cue",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
reactive-5-10-5-catch-finish,"Reactive 5-10-5 Catch Finish",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
closeout-to-catch-redirect,"Closeout-to-Catch-Redirect",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
